City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
680,Kailua,US,21.4022,-157.7394,80.58,85,25,3.0,Scattered clouds
681,Maceio,BR,-9.6658,-35.7353,75.78,84,93,15.41,Light rain
682,Nyazepetrovsk,RU,56.0531,59.6028,63.61,76,57,4.34,Broken clouds
683,Kidal,ML,18.4411,1.4078,82.49,48,100,23.89,Overcast clouds
684,Znamenskoye,RU,57.1281,73.8282,55.11,91,100,6.71,Overcast clouds
685,Anloga,GH,5.7947,0.8973,76.69,90,100,13.22,Moderate rain
686,Bacolod,PH,10.6667,122.95,87.17,66,96,4.16,Overcast clouds
687,Tiarei,PF,-17.5333,-149.3333,82.42,76,23,14.92,Light rain
688,Dalby,AU,-27.1833,151.2667,71.98,43,0,3.0,Clear sky
689,Hornepayne,CA,49.2138,-84.7705,66.31,98,94,6.33,Heavy intensity rain
690,Dzhiginka,RU,45.133,37.3383,59.34,88,0,2.24,Clear sky
691,Ajmer,IN,26.45,74.6333,87.87,52,1,18.57,Clear sky
692,Port Hedland,AU,-20.3167,118.5667,84.25,21,8,14.97,Clear sky
693,Ochakiv,UA,46.6128,31.5498,61.61,61,3,7.65,Clear sky
694,Lerwick,GB,60.1545,-1.1494,53.6,96,100,10.09,Overcast clouds
695,Kalmunai,LK,7.4167,81.8167,79.77,75,100,3.2,Moderate rain
696,Alberton,CA,46.8168,-64.0654,55.62,83,0,8.21,Clear sky
697,Liwale,TZ,-9.7667,37.9333,63.7,96,47,1.21,Scattered clouds
698,Pointe Michel,DM,15.25,-61.3833,80.62,82,100,19.86,Overcast clouds
699,Junin,AR,-34.5838,-60.9433,51.01,69,6,5.64,Clear sky
700,Atbasar,KZ,51.8,68.3333,68.79,54,99,8.97,Overcast clouds
701,Mokhsogollokh,RU,61.4681,128.9203,72.19,43,40,7.67,Scattered clouds
702,Maniitsoq,GL,65.4167,-52.9,35.6,73,79,3.24,Broken clouds
703,Boyolangu,ID,-8.1181,111.8935,83.82,71,39,3.38,Scattered clouds
704,Wanning,CN,18.8003,110.3967,86.9,73,94,14.56,Overcast clouds
705,Erzurum,TR,40.0,41.5,47.88,82,73,3.98,Broken clouds
706,Narsaq,GL,60.9167,-46.05,41.22,68,2,1.03,Clear sky
707,Plouzane,FR,48.3833,-4.6167,53.65,97,100,5.75,Fog
708,Suluktu,KG,39.9337,69.57,67.48,38,19,4.43,Few clouds
709,Yaan,NG,7.3833,8.5667,73.13,96,100,6.17,Light rain
710,Leticia,CO,-4.2153,-69.9406,75.25,100,75,2.3,Broken clouds
711,Mersing,MY,2.4312,103.8405,85.91,65,35,2.21,Light rain
712,Oranjemund,NA,-28.55,16.4333,57.0,44,53,13.09,Broken clouds
713,Aykhal,RU,66.0,111.5,63.59,54,31,11.54,Scattered clouds
714,Dukat,RU,62.55,155.55,57.45,45,77,6.53,Broken clouds
715,Obigarm,TJ,38.7173,69.7088,68.52,56,2,8.34,Clear sky
716,Novyy Urengoy,RU,66.0833,76.6333,62.74,62,88,20.15,Overcast clouds
717,Tigil,RU,57.8,158.6667,61.84,56,100,4.76,Overcast clouds
718,Coihaique,CL,-45.5752,-72.0662,41.61,75,40,3.44,Scattered clouds
719,Linhares,BR,-19.3911,-40.0722,62.19,94,100,3.74,Overcast clouds
720,Aloleng,PH,16.1307,119.7824,84.69,70,100,1.48,Overcast clouds
721,Guerrero,MX,17.6667,-100.0,67.98,95,100,4.61,Overcast clouds
722,El Sauzal,MX,31.9,-116.6833,64.42,77,26,1.59,Scattered clouds
723,Chanute,US,37.6792,-95.4572,82.51,74,0,11.5,Clear sky
724,Vostok,RU,46.4856,135.8833,68.83,55,91,4.5,Overcast clouds
725,Calvinia,ZA,-31.4707,19.776,38.73,56,44,7.52,Scattered clouds
726,Namatanai,PG,-3.6667,152.4333,83.37,73,49,9.6,Light rain
727,Abu Dhabi,AE,24.4667,54.3667,87.96,66,6,4.61,Clear sky
728,Tupik,RU,54.4253,119.9327,69.37,42,99,4.21,Overcast clouds
729,Amahai,ID,-3.3333,128.9167,83.07,73,75,5.48,Broken clouds
730,Cabinda,AO,-5.55,12.2,72.86,84,57,6.53,Broken clouds
731,Humberto De Campos,BR,-2.5983,-43.4611,72.59,86,98,3.33,Overcast clouds
732,Jiuquan,CN,39.7432,98.5174,83.41,7,100,1.57,Overcast clouds
733,Kattivakkam,IN,13.2167,80.3167,87.89,78,96,7.83,Overcast clouds
734,Susangerd,IR,31.5608,48.1831,90.46,14,0,14.0,Clear sky
735,Chimoio,MZ,-19.1164,33.4833,57.9,53,5,4.12,Clear sky
736,Bhuban,IN,20.8833,85.8333,89.62,61,100,12.44,Overcast clouds
737,Duliagaon,IN,27.3667,95.3167,75.07,97,100,0.67,Light rain
738,Pakxan,LA,18.3778,103.6601,83.97,70,100,2.39,Overcast clouds
739,Pochutla,MX,15.7432,-96.4661,73.83,92,100,1.97,Overcast clouds
740,Lichuan,CN,30.3,108.85,77.72,39,57,4.74,Light rain
741,Zhigansk,RU,66.7697,123.3711,56.59,56,8,17.63,Clear sky
742,Lebyazhye,RU,55.2689,66.4947,66.18,69,23,8.05,Few clouds
743,Mitsamiouli,KM,-11.3847,43.2844,77.54,76,5,5.23,Clear sky
744,Tual,ID,-5.6667,132.75,81.82,80,80,18.19,Broken clouds
745,La Rioja,ES,42.25,-2.5,58.78,25,100,6.44,Overcast clouds
746,Talara,PE,-4.5772,-81.2719,65.48,76,2,18.79,Clear sky
747,Waingapu,ID,-9.6567,120.2641,85.42,64,37,15.84,Scattered clouds
748,Linkou,CN,45.3,130.2833,75.87,48,29,2.35,Scattered clouds
749,Lodwar,KE,3.1191,35.5973,79.25,51,17,13.6,Few clouds
750,Bundaberg,AU,-24.85,152.35,72.07,59,56,3.98,Broken clouds
751,Shyroke,UA,47.6917,33.2571,57.61,69,6,6.04,Clear sky
